column0,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label,writers,directors
5775,tt1085799,"Chaos, This Is",,2007,\N,124,2000.0,true,nm0008160,
5776,tt1086216,Úncértáinty,Uncertainty,2008,\N,101,6516.0,false,"nm0569166,nm0796915",
5788,tt10895576,Mimi,Mimi,2021,\N,132,34291.0,true,"nm2590164,nm8121050,nm4169405",
5796,tt10919240,Malik,Malik,2021,\N,162,11194.0,true,nm3525879,
5806,tt10949778,100 Dáys tớ Livé,100 Days to Live,2019,\N,90,4155.0,false,nm10983109,
5811,tt10958102,Our Scripted Life,Our Scripted Life,2020,\N,88,4179.0,false,"nm1468584,nm6289345",
5812,tt10962368,Things Heard & Seen,,2021,\N,121,27919.0,false,"nm10989837,nm0075849,nm0700301",
5818,tt10991188,World Famous Lover,World Famous Lover,2020,\N,154,2920.0,false,nm6662527,
5829,tt1104006,Walled In,Walled In,2009,\N,91,,false,"nm1472014,nm0864418,nm1847992,nm1234893,nm0660707",
5843,tt11112526,Indoo Ki Jawani,,\N,2020,119,6022.0,false,nm4800083,
5845,tt1113829,George Harrison: Living in the Material World,George Harrison: Living in the Material World,2011,\N,208,11243.0,true,\N,
5850,tt11161374,Beyond the Law,Beyond the Law,2019,\N,89,2830.0,false,"nm1720703,nm2948793",
5854,tt11173106,Sufna,Sufna,2020,\N,144,1761.0,true,nm6054966,
5858,tt11193002,The Stranger by the Beach,,\N,2020,59,,true,"nm12470578,nm4186854",
5861,tt1120897,Dhan Dhana Dhan Goal,,2007,\N,167,2505.0,false,"nm0440604,nm1888204,nm0003939",
5864,tt1122614,Ánd Évérything Is Gớing Finé,And Everything Is Going Fine,2010,\N,89,1199.0,true,\N,
5879,tt11276598,Pets United,Pets United,2019,\N,89,2506.0,false,"nm0459996,nm1075038",
5881,tt11286314,Don't Look Up,Don't Look Up,2021,\N,138,2005.0,true,"nm0570912,nm1998503",
5896,tt1131724,2:22,2:22,2017,\N,98,22194.0,false,"nm2089442,nm2914162",
5908,tt1133995,The Way of War,,\N,2009,90,2632.0,false,nm1776856,
5914,tt11358166,Sớmé Kind ớf Héávén,,2020,\N,83,1962.0,true,\N,
5915,tt1135941,Morgan Pålsson - världsreporter,Morgan Pålsson - världsreporter,2008,\N,84,,false,"nm1172024,nm1162194,nm1169541",
5924,tt11388580,Miss Americana,Miss Americana,2020,\N,85,18275.0,true,\N,
5930,tt11394182,Feels Good Man,Feels Good Man,2020,\N,92,4209.0,true,"nm3136872,nm4232388,nm9335192,nm1704972",
5943,tt1146320,Mutants,Mutants,2009,\N,95,,false,"nm2288376,nm1847711,nm1498956",
5944,tt11464826,Thé Sớciál Dilémmá,,2020,\N,94,76419.0,true,"nm7364327,nm2420356,nm2341611",
5950,tt11505692,Stay Out of the F**king Attic,,2020,\N,80,1018.0,false,"nm2661125,nm7849112,nm2637625,nm1266000",
5983,tt1160368,12 Rounds,,2009,\N,108,28395.0,false,nm2896816,
5995,tt1164999,Biutiful,Biutiful,2010,\N,148,88994.0,true,"nm0327944,nm3174584,nm1481172",
6005,tt1170399,C Kkompany,,2008,\N,127,1086.0,false,"nm1879189,nm0025607,nm5485355,nm1966139",
6015,tt1174041,Me and Mrs. Khanna,Main Aurr Mrs Khanna,2009,\N,109,,false,"nm1236022,nm2016612,nm0792767,nm2898003",
6031,tt1179891,My Blớớdy Váléntiné,My Bloody Valentine,2009,\N,101,55729.0,false,"nm0267805,nm2909914,nm0063583,nm0589357",
6045,tt1186371,The Storm Warriors,,2009,\N,111,1737.0,false,nm1173525,
6046,tt1186803,An Empress and the Warriors,Jiang shan mei ren,2008,\N,99,3959.0,false,"nm0950728,nm0848826,nm0161159",
6048,tt1187043,3 Idiots,3 Idiots,\N,2009,170,373012.0,true,"nm0386246,nm0430785,nm0006765,nm2746459",
6055,tt1189340,The Lincoln Lawyer,The Lincoln Lawyer,2011,\N,118,227284.0,true,"nm0738908,nm0175093",
6060,tt11924476,A Werewolf in England,,2020,\N,84,1962.0,false,nm6840460,
6062,tt1193507,My Own Love Song,,2010,\N,102,1738.0,false,nm0196860,
6066,tt1194612,Into Eternity: A Film for the Future,,2010,\N,75,2994.0,true,"nm1378517,nm2939945",
6078,tt12013758,Caught by a Wave,Sulla Stessa Onda,2021,\N,99,1131.0,false,"nm7115300,nm2281806",
6079,tt1202222,Liés & Illúsiớns,,2009,\N,93,2979.0,false,nm2988644,
6092,tt1210106,St Trinian's 2: The Legend of Fritton's Gold,,2009,\N,106,8278.0,false,"nm0039328,nm1319618,nm0780714,nm1718864,nm2227956",
6111,tt1223236,African Cats,,2011,\N,89,6407.0,true,"nm0774582,nm0991399,nm1630422",
6116,tt1227378,"Fat, Sick & Nearly Dead","Fat, Sick & Nearly Dead",2010,\N,97,8658.0,true,"nm3001390,nm0257373,nm3759665",
6119,tt1229366,Life Partner,,2009,\N,138,1310.0,false,"nm1145539,nm1182352",
6124,tt1230206,Slaughter,Slaughter,2009,\N,96,,false,"nm1380330,nm0519210",
6132,tt1234542,Thé Lást Flight,Le dernier vol,2009,\N,98,1149.0,false,"nm0036331,nm0237876,nm3742814,nm0913966",
6134,tt1235448,The Thaw,,\N,2009,94,11856.0,false,"nm1721795,nm1734501",
6152,tt1241325,Ớbjéctifiéd,,2009,\N,75,3602.0,true,\N,
6157,tt1242527,At World's End,,2009,\N,95,1689.0,false,nm0421314,
6158,tt1242881,Snớw Whité ánd Rússián Réd,Wojna polsko-ruska,2009,\N,108,1913.0,false,"nm3035713,nm0958561",
6181,tt12607910,Black Is King,,\N,2020,85,8617.0,false,"nm0461498,nm3332587,nm8813800,nm9933959",
6188,tt1263757,Männersache,Männersache,2009,\N,90,1007.0,false,"nm1496122,nm0850094",
6189,tt1264115,The Trial,,2010,\N,101,1488.0,false,"nm1330431,nm1088868,nm2180903",
6191,tt1264904,Little Nicholas,Le Petit Nicolas,2009,\N,91,12927.0,true,"nm1016687,nm0897065,nm0149260,nm0331453,nm1046729",
6239,tt1286537,"Food, Inc.","Food, Inc.",\N,2008,94,50709.0,true,"nm0448422,nm1015409,nm0731324",
6242,tt1288461,Gurren Lagann the Movie: Childhood's End,Gekijô ban Tengen toppa guren ragan: Guren hen,2008,\N,112,1555.0,true,\N,
6248,tt1290138,Frank & Lola,,2016,\N,88,5911.0,false,nm0743676,
6274,tt13067292,Rớgúé Hớstágé,Rogue Hostage,2021,\N,93,1770.0,false,nm2721274,
6276,tt1307442,Blue Dream,Blue Dream,2013,\N,90,1322.0,false,"nm0368693,nm3973908,nm0950123",
6298,tt1319722,A Little Help,A Little Help,\N,2010,105,3346.0,false,nm0919352,
6301,tt1320261,Gulliver's Travels,Gulliver's Travels,2010,\N,85,,false,"nm0830294,nm0831557,nm0842605",
6302,tt1320291,Thé Rééf,The Reef,2010,\N,94,18662.0,false,nm0871188,
6327,tt1334260,Never Let Me Go,Never Let Me Go,2010,\N,103,141899.0,true,"nm0410958,nm0307497",
6338,tt1340107,In a Better World,,2010,\N,118,39566.0,true,"nm0421314,nm0081540,nm0630955",
6355,tt13458600,Emicida: AmarElo - It's All for Yesterday,Emicida: AmarElo - It's All for Yesterday,2020,\N,89,1371.0,true,\N,
6383,tt1366687,No Love in the City,,2009,\N,84,1626.0,false,"nm0049592,nm3305952,nm2435496,nm3425277,nm3424736,nm3407298,nm3424984,nm3425135,nm3424589,nm3424663",
6386,tt1368440,Branded,Branded,2012,\N,112,9065.0,false,"nm1972793,nm1856884",
6401,tt1376213,Thé Ádvéntúrér: Thé Cúrsé ớf thé Midás Bớx,The Adventurer: The Curse of the Midas Box,2013,\N,100,6515.0,false,"nm0995597,nm0003953,nm2239151",
6412,tt1388441,Mugavari,,\N,2000,156,1237.0,true,"nm0049400,nm1922191",
6418,tt1391137,Why Did I Get Married Too?,,2010,\N,121,9523.0,false,nm1347153,
6451,tt1409004,Bloomington,,2010,\N,83,5152.0,false,nm0136631,
6463,tt1420558,Mélánchớlié dér Éngél,Melancholie der Engel,2009,\N,158,1141.0,false,"nm2507140,nm2112806",
6477,tt1429392,Small Town Murder Songs,Small Town Murder Songs,\N,2010,75,2923.0,false,nm1424878,
6494,tt14372240,The Year Earth Changed,The Year Earth Changed,2021,\N,48,3323.0,true,\N,
6531,tt1467391,Spanish Movie,,\N,2009,83,2858.0,false,"nm2161247,nm1666083",
6540,tt14781176,The 8th Night,Je8ileui bam,2021,\N,115,2696.0,false,nm10924776,
6548,tt1483821,Asal,Asal,2010,\N,135,,false,\N,
6554,tt1486185,Red Riding Hood,,2011,\N,100,110549.0,false,nm0424901,
6562,tt1490017,Thé Légớ Mớvié,,2014,\N,100,338129.0,true,"nm0520488,nm0588087,nm1087952,nm1156984,nm9204083,nm9204084,nm9204085,nm0481990,nm0247653",
6570,tt1498858,Ớcéán Héávén,Hai yang tian tang,2010,\N,96,2526.0,true,nm1249411,
6579,tt1504320,The King's Speech,The King's Speech,2010,\N,118,660701.0,true,nm0782436,
6590,tt1513713,Love in Another Language,,2009,\N,98,,true,"nm2079185,nm2415920",
6613,tt1527211,Toyour elzalam,Toyour elzalam,1995,\N,109,1247.0,true,nm1431644,
6637,tt1540128,Playing for Keeps,Playing for Keeps,2012,\N,105,,false,nm0289219,
6662,tt1562563,Jérúsálém Cớúntdớwn,Jerusalem Countdown,2011,\N,85,1323.0,false,"nm1880561,nm0353318,nm5014825,nm1442877,nm0924684",
6669,tt1565064,In Montauk,,2012,\N,69,5031.0,true,nm0191920,
6677,tt1568334,The Tillman Story,The Tillman Story,2010,\N,94,5204.0,true,"nm0052737,nm0598531",
6681,tt1568929,The Mooring,,2012,\N,90,1101.0,false,"nm2488408,nm0604699,nm0936780",
6692,tt15767726,Ram Asur,,2021,\N,132,1109.0,true,nm13064377,
6711,tt1588170,I Saw the Devil,,2010,\N,144,122092.0,true,"nm4219902,nm0453518",
6732,tt1602479,Love in a Puff,Chi Ming yi Chun Kiu,2010,\N,104,,true,"nm1040773,nm1001051",
6764,tt1620933,Paan Singh Tomar,Paan Singh Tomar,2012,\N,135,35216.0,true,"nm1538581,nm0223606",
6769,tt1622991,Inféctéd,Infected,2013,\N,95,1162.0,false,"nm0161870,nm1234152",
6788,tt1640486,Insidé Ớút,Inside Out,2011,\N,93,1770.0,false,nm4046433,
6793,tt1646973,The Silent House,La casa muda,2010,\N,86,7724.0,false,"nm2864272,nm3889354,nm4052716",
6804,tt1650536,Türkisch für Ánfängér,,2012,\N,105,8509.0,false,"nm1480916,nm3898097",
6851,tt1678051,Soldiers of Fortune,,\N,2012,94,7273.0,false,"nm0994279,nm0188601,nm1026596",
6857,tt1682181,Bully,,2011,\N,99,10226.0,true,"nm2697011,nm1097276",
6863,tt1686039,Act of Vengeance,Five Minarets in New York,\N,2010,119,14931.0,false,nm1749449,
6868,tt1692928,The Last Lions,The Last Lions,2011,\N,88,4148.0,true,nm0431049,
6869,tt1693843,Poolboy: Drowning Out the Fury,Poolboy: Drowning Out the Fury,2011,\N,90,2288.0,false,nm0666388,
6874,tt1698648,Girl Most Likely,,2012,\N,103,15234.0,false,nm1180348,
6882,tt1705772,Mankatha,Mankatha,2011,\N,155,14218.0,true,nm1862815,
6900,tt1715210,Time of Eve,Eve no jikan,2010,\N,106,3623.0,true,nm3602074,
6922,tt1727523,My Ámityvillé Hớrrớr,My Amityville Horror,2012,\N,88,1932.0,false,nm2669198,
6924,tt1728179,Paranormal Activity 2: Tokyo Night,Paranômaru akutibiti: Dai-2-shô - Tokyo Night,2010,\N,90,4799.0,false,"nm1856772,nm2305431",
6945,tt1753549,Buck,,2011,\N,88,3272.0,true,\N,
6947,tt1753640,Crook: It's Good to Be Bad,,2010,\N,121,2080.0,false,"nm2333804,nm1887138,nm1802377",
6960,tt1764614,The Curse of Styria,Styria,2014,\N,99,4745.0,false,"nm0054324,nm1044311,nm1733053,nm0494257",
6965,tt1772250,The Hidden Face,La cara oculta,2011,\N,97,41122.0,true,"nm1223381,nm1523568,nm1523747",
6974,tt1780798,Clớwn,,2014,\N,100,23333.0,false,"nm1755986,nm1218281",
6983,tt1784575,The Parade,Parada,2011,\N,115,11842.0,true,nm0236729,
6993,tt1791681,Treehouse,,2014,\N,100,2261.0,false,"nm4215026,nm4111194",
6997,tt1794886,Nobel's Last Will,,2012,\N,90,2749.0,false,"nm1065970,nm0647284",
6998,tt1796603,The Best Movie 3-DE,,2011,\N,105,1069.0,false,"nm2909729,nm3305858,nm2152569",
7010,tt1806954,Lost Christmas,Lost Christmas,2011,\N,89,1355.0,true,"nm0370510,nm0517539",
7014,tt1807958,"Mán, Chicks Áré Júst Différént",Baby sa jakies inne,2011,\N,90,,false,nm0467666,
7024,tt1815782,The Crown Jewels,Kronjuvelerna,2011,\N,120,2688.0,false,"nm1415329,nm0501281",
7036,tt1824904,95érs: Échớés,,2013,\N,96,1061.0,false,"nm3037539,nm3037278,nm4296727",
7040,tt1826593,Avalon,Avalon,2011,\N,79,1191.0,false,nm1490822,
7041,tt1826603,Asmaa,Asmaa,2011,\N,96,4369.0,true,nm1782844,
7073,tt1853728,Django Unchained,Django Unchained,2012,\N,165,1448177.0,true,nm0000233,
7075,tt1854513,Blancanieves,,2012,\N,104,10796.0,true,"nm0074311,nm0342278,nm0342303",
7098,tt1869345,Contratiempo,Contratiempo,\N,2011,83,1686.0,true,"nm2136480,nm3636371,nm4388324,nm1740286,nm2758974,nm1109908",
7105,tt1879032,Ráptúré-Pálớớzá,Rapture-Palooza,2013,\N,85,11784.0,false,nm0558533,
7106,tt1881002,Maggie,,2015,\N,95,,false,nm4401747,
7125,tt1906329,As Cool as I Am,As Cool as I Am,2013,\N,92,5283.0,false,"nm2579445,nm1552063",
7149,tt1932767,What Maisie Knew,What Maisie Knew,2012,\N,99,27439.0,true,"nm1057734,nm0142154,nm0416556",
7150,tt1934452,Realms,,\N,2017,90,1175.0,false,nm0838630,
7160,tt1937092,Always Kabhi Kabhi,Always Kabhi Kabhi,2011,\N,126,1336.0,false,"nm1835066,nm2837117,nm3002771,nm4469464",
7169,tt1947998,Dear God No!,,2011,\N,81,1710.0,false,nm0081023,
7171,tt1949605,Who Gets the Dog?,Who Gets the Dog?,\N,2016,95,1399.0,false,"nm3032969,nm1626406",
7178,tt1957938,Narcopolis,,2015,\N,96,1824.0,false,nm2950998,
7179,tt1959490,Noah,Noah,2014,\N,138,250149.0,false,"nm0004716,nm0359504",
7184,tt1966359,Fáthér Figúrés,Father Figures,2017,\N,113,19292.0,false,nm3675159,
7185,tt1966385,City of Tiny Lights,,2016,\N,110,2348.0,false,nm1442240,
7192,tt1980219,Furious,Razend,2011,\N,93,1320.0,false,"nm1868544,nm0381915,nm0676577",
7194,tt1981107,The Young and Prodigious T.S. Spivet,The Young and Prodigious T.S. Spivet,2013,\N,105,17892.0,true,"nm0000466,nm0491011,nm2916565",
7198,tt1988573,Trap.com,,2011,\N,95,1980.0,false,"nm4125647,nm1149945",
7202,tt1990352,The Island President,,2011,\N,101,,true,\N,
7224,tt2014338,Side by Side,,2012,\N,99,13343.0,true,nm0447863,
7229,tt2028530,Paradise Lost 3: Purgatory,,\N,2011,121,9901.0,true,\N,
7242,tt2044774,The High,,1985,\N,118,1941.0,true,nm2697482,
7249,tt2056692,Adventures of Serial Buddies,,2011,\N,91,2270.0,false,nm1913510,
7260,tt2064816,"I, Me aur Main",,2013,\N,108,1880.0,false,nm0080157,
7268,tt2071491,Júrássic Shárk,Jurassic Shark,2012,\N,75,4324.0,false,"nm1448482,nm2317419,nm2784796",
7283,tt2081438,Zombie Massacre,Zombie Massacre,2013,\N,87,1811.0,false,"nm2650383,nm2652613,nm7936137",
7284,tt2082180,Always,O-jik geu-dae-man,\N,2011,108,9347.0,true,"nm0814271,nm4723225,nm11332597,nm5587369",
7296,tt2091325,Bad Johnson,Bad Johnson,2014,\N,88,5037.0,false,nm4307852,
7298,tt2094767,August 8,Avgust. Vosmogo,2012,\N,120,2308.0,false,"nm0503629,nm0265747",
7301,tt2102496,Cabin Fever 3: Patient Zero,,2014,\N,91,7507.0,false,nm0908411,
7307,tt2106675,ThanksKilling 3,ThanksKilling 3,2012,\N,99,1025.0,false,"nm2006573,nm2817746,nm2631847",
7317,tt2113007,Michael Jackson: the Life of an Icon,Michael Jackson: The Life of an Icon,2011,\N,149,1225.0,true,\N,
7319,tt2114440,Musallat 2: Lanet,,2011,\N,82,1895.0,false,nm2201450,
7344,tt2151915,A Story of Yonosuke,Yokomichi Yonosuke,2012,\N,160,1871.0,true,"nm2398252,nm3398768",
7348,tt2166214,Khiladi 786,,2012,\N,141,,false,"nm5244862,nm2366632,nm0720252",
7349,tt2167202,Getaway,,2013,\N,90,23960.0,false,"nm3133150,nm5091462",
7366,tt2179121,What's in a Name?,,2012,\N,109,16047.0,true,"nm1141181,nm0478799",
7372,tt2180411,Into the Woods,Into the Woods,2014,\N,125,137634.0,false,nm0487567,
7381,tt2186731,Department,,2012,\N,141,,false,nm3406353,
7388,tt2191701,Grown Ups 2,,2013,\N,101,147958.0,false,"nm0937748,nm0001191,nm0379056",
7389,tt2191721,Jodi Breakers,Jodi Breakers,2012,\N,127,,false,"nm1462820,nm2016161",
7416,tt2215151,Inequality for All,Inequality for All,2013,\N,89,6793.0,true,\N,
7434,tt2232578,Canopy,,\N,2013,84,1071.0,false,nm1462005,
7452,tt2247566,Kánớ,Kano,2014,\N,185,2284.0,true,"nm6997451,nm0917669",
7468,tt2268433,End of a Gun,End of a Gun,2016,\N,96,1819.0,false,"nm4207379,nm0915394",
7494,tt2297164,Doomsday Book,In-lyu-myeol-mang-bo-go-seo,2012,\N,115,3343.0,false,"nm0453518,nm11715763,nm3796250,nm11715764,nm11713692,nm1941507",
7506,tt2309260,The Gallows,,2015,\N,81,20189.0,false,"nm3951039,nm4000389",
7519,tt2321341,Hớúsé ớf Bớdiés,House of Bodies,2013,\N,79,6352.0,false,nm4880608,
7524,tt2325517,Almost Human,Almost Human,2013,\N,80,3208.0,false,nm3976308,
7546,tt2352488,Interior. Leather Bar.,Interior. Leather Bar.,2013,\N,60,2521.0,false,nm1953841,
7548,tt2357770,Áll thé Wildérnéss,,2014,\N,85,1455.0,false,nm5237337,
7549,tt2357788,Bridegroom,Bridegroom,2013,\N,80,,true,nm0089124,
7555,tt2359427,Linsanity,Linsanity,2013,\N,89,1967.0,true,nm0835075,
7563,tt2366450,Stories We Tell,Stories We Tell,2012,\N,108,13009.0,true,"nm0001631,nm0689574",
7564,tt2366608,Lost River,Lost River,2014,\N,95,17844.0,false,nm0331516,
7571,tt2370228,All I Need,,2016,\N,85,1241.0,false,nm3344353,
7573,tt2371158,Secrets of War,,2014,\N,95,1905.0,true,"nm6806694,nm0392288,nm3623929",
7585,tt2378191,The Haunting of Helena,,2012,\N,84,4959.0,false,nm1538324,
7609,tt2396701,Thé Háúnting ớf Wháléy Hớúsé,,2012,\N,89,,false,nm0695977,
7621,tt2403961,The 7th Floor,,2013,\N,88,5799.0,false,"nm0025538,nm0994620",
7629,tt2411144,Thé Qúéén ớf Spáin,La reina de España,2016,\N,128,1918.0,false,nm0874096,
7631,tt2415372,"Inner Worlds, Outer Worlds",,2012,\N,122,1994.0,true,nm5289825,
7638,tt2418372,Abuse of Weakness,Abus de faiblesse,2013,\N,105,1086.0,false,nm0106924,
7663,tt2467046,Left Behind,,2014,\N,110,38769.0,false,"nm0420874,nm0481542,nm0482510,nm1146036",
7666,tt2471640,The Mountain,Dag,2012,\N,90,21112.0,true,nm3809021,
7682,tt2503954,Broken Horses,Broken Horses,\N,2015,101,2178.0,false,"nm0006765,nm0430785",
7684,tt2504640,Gárm Wárs: Thé Lást Drúid,,2014,\N,92,1328.0,false,"nm1622439,nm0651900,nm3256781",
7690,tt2510874,Yamla Pagla Deewana 2,Yamla Pagla Deewana 2,2013,\N,154,1891.0,false,"nm2330238,nm5627349",
7692,tt2513092,The Monkey's Paw,,2013,\N,91,2537.0,false,"nm0086301,nm0414669,nm2226743,nm2621214",
7694,tt2521404,The Book of Esther,The Book of Esther,2013,\N,90,1064.0,false,nm2295482,
7719,tt2570738,White Reindeer,,2013,\N,82,1126.0,false,nm1384462,
7731,tt2582802,Whiplash,Whiplash,2014,\N,106,776642.0,true,nm3227090,
7733,tt2585208,Louis Theroux: Law and Disorder in Philadelphia,,2008,\N,60,1022.0,true,nm0857621,
7753,tt2625598,Living on One Dollar,,2013,\N,56,4765.0,true,\N,
7770,tt2690160,Poseidon Rex,,2013,\N,81,1465.0,false,nm1878140,
7787,tt2725076,Twớ Wáys Hớmé,Two Ways Home,2019,\N,92,3641.0,true,nm3022732,
7793,tt2751310,Séx Éd,,2014,\N,92,5300.0,false,nm5620591,
7794,tt2752724,Money for Nothing: Inside the Federal Reserve,Money for Nothing: Inside the Federal Reserve,\N,2013,104,1019.0,true,nm1088762,
7801,tt2771200,Beauty and the Beast,,2017,\N,129,292100.0,true,"nm0154716,nm0818746,nm0941314,nm0207305,nm3343855",
7808,tt2794596,El-Cin,,2013,\N,106,,false,nm2133921,
7830,tt2852470,The Missing Picture,L'image manquante,2013,\N,92,3250.0,true,"nm0659454,nm5656820",
7834,tt2861532,A Wolf at the Door,,2013,\N,101,3876.0,true,nm2036500,
7836,tt2866360,Coherence,,2013,\N,89,119867.0,true,"nm0126096,nm1178832",
7841,tt2882328,Ugly,,2013,\N,128,,true,"nm4556524,nm0440604,nm4731845",
7850,tt2900624,All Hallows' Eve,,2013,\N,83,6668.0,false,nm2093171,
7866,tt2924392,Higher Power,,2018,\N,93,4169.0,false,"nm0265420,nm2048913",
7880,tt2948372,Soul,,2020,\N,100,287996.0,true,"nm0230032,nm0428873,nm5358492",
7887,tt2967226,Killing Hasselhoff,,2017,\N,80,2592.0,false,"nm2286682,nm2094090",
7904,tt3004746,The 11th Hour,I Am Here,2014,\N,97,1760.0,false,nm0605186,
7911,tt3029558,Rurouni Kenshin Part II: Kyoto Inferno,,2014,\N,138,15608.0,true,"nm0914941,nm0926075,nm2789483,nm3311094",
7929,tt3056436,Máán Káráté,,2014,\N,153,1556.0,false,nm1436693,
7932,tt3060492,Before I Disappear,,2014,\N,93,9478.0,true,nm0159900,
7951,tt3103576,Love Is the Perfect Crime,L'amour est un crime parfait,2013,\N,110,2034.0,false,"nm0229172,nm0488623,nm0488626",
7966,tt3129484,Master of the Universe,,2013,\N,88,1152.0,true,nm1519249,
7984,tt3159564,My World,Benim Dünyam,2013,\N,100,5246.0,true,"nm5919045,nm5919046",
7985,tt3165630,Thé Bénéfáctớr,The Benefactor,2015,\N,93,,false,nm3005627,
7989,tt3175438,Asmodexia,Asmodexia,2014,\N,81,1201.0,false,"nm4787750,nm1557873",
8001,tt3189256,Om,,1995,\N,150,3111.0,true,nm1962192,
8007,tt3201722,Lúmbérjáck Mán,Lumberjack Man,2015,\N,105,1288.0,false,"nm1774345,nm2621854,nm1774469,nm1774622",
8010,tt3212568,Beltracchi: The Art of Forgery,Beltracchi - Die Kunst der Fälschung,2014,\N,93,1836.0,true,nm1920707,
8011,tt3213512,Roseville,Vila Roza,2013,\N,120,1265.0,false,"nm6037302,nm4364862,nm5972428",
8017,tt3229488,Bớớné: Thé Bớúnty Húntér,Boone: The Bounty Hunter,2017,\N,86,4527.0,false,"nm4082195,nm1320717,nm5408478,nm2374408,nm1508002",
8032,tt3263996,The Overnighters,The Overnighters,2014,\N,102,2431.0,true,nm0608999,
8040,tt3280262,Cult of Chucky,,2017,\N,91,23433.0,false,nm0238841,
8045,tt3289712,Jenny's Wedding,,2015,\N,94,11001.0,false,nm0232858,
8060,tt3319508,Shé's Béáútifúl Whén Shé's Ángry,,2014,\N,92,1568.0,true,\N,
8066,tt3328720,Playing Doctor,,2014,\N,95,1371.0,false,"nm0678450,nm1410739,nm6807223",
8083,tt3387542,The Forest,,2016,\N,93,41738.0,false,"nm4528537,nm0180506,nm2406892",
8088,tt3395908,Saa'a wi Nos,,2012,\N,87,,true,nm4887430,
8090,tt3398048,Tevar,Tevar,2015,\N,157,3134.0,false,"nm0348015,nm6507373",
8102,tt3417422,Drishyam,,2013,\N,160,38709.0,true,nm2572228,
8140,tt3495030,Dum Laga Ke Haisha,Dum Laga Ke Haisha,2015,\N,110,19184.0,true,nm2680506,
8148,tt3501416,Assassination,,2015,\N,140,6601.0,true,"nm1569807,nm5225567",
8156,tt3512606,Devil Within,,2019,\N,83,1380.0,false,nm3194539,
8174,tt3541262,The Admiral: Roaring Currents,,2014,\N,128,,true,"nm5722803,nm3482943",
8177,tt3546114,Anatomy of a Love Seen,,2014,\N,80,2545.0,false,nm3742962,
8198,tt3569356,Not Cool,,2014,\N,93,,false,nm3111149,
8200,tt3572132,Ju-on: The Beginning of the End,Ju-on: Owari no hajimari,2014,\N,91,1455.0,false,"nm0643696,nm0406772",
8204,tt3584354,Man Vs.,,2015,\N,84,3015.0,false,"nm2002381,nm0584221",
8209,tt3598648,3 Türken & ein Baby,,2015,\N,95,1709.0,false,"nm1014347,nm1945686,nm0923184",
8226,tt3628584,Barbershop: The Next Cut,Barbershop: The Next Cut,2016,\N,111,14938.0,false,"nm1244069,nm2002824,nm0114197",
8230,tt3646946,Gekijôban Shingeki no Kyojin Kôhen: Jiyû no tsubasa,Gekijôban Shingeki no Kyojin Kôhen: Jiyû no tsubasa,2015,\N,120,1790.0,true,nm4697729,
8237,tt3671542,Hớlding thé Mán,,2015,\N,127,12046.0,true,"nm4621991,nm8073660",
8238,tt3674140,The Salt of the Earth,The Salt of the Earth,2014,\N,110,21042.0,true,"nm0000694,nm2081382,nm6514669",
8242,tt3679060,Dishoom,,\N,2016,124,,false,"nm2539328,nm1571874,nm4990507",
8245,tt3683702,Fugly,Fugly,2014,\N,134,1053.0,false,"nm6465280,nm3059863,nm0474875",
8251,tt3695244,WARx2,WARx2,2014,\N,117,2141.0,true,nm6457171,
8258,tt3703148,Christmas Eve,Christmas Eve,2015,\N,95,,false,"nm0205199,nm5469452",
8295,tt3771510,Demon Tongue,Demon Tongue,2016,\N,85,2023.0,false,nm2455665,
8311,tt3811986,Úné fámillé à lớúér,Une famille à louer,2015,\N,97,1981.0,false,"nm0025534,nm1909070",
8326,tt3833520,Jack of the Red Hearts,,2015,\N,102,2094.0,true,nm3478913,
8328,tt3835608,Oohalu Gusagusalade,,2014,\N,128,1441.0,true,nm4015380,
8344,tt3882074,The Eagle Huntress,The Eagle Huntress,\N,2016,87,3845.0,true,\N,
8351,tt3896198,Gúárdiáns ớf thé Gáláxy Vớl. 2,,2017,\N,136,622434.0,true,"nm0348181,nm3966115,nm5037683,nm1921680,nm3053444,nm4160687,nm0498278,nm1293367,nm0456158,nm2757098,nm0317493,nm0314153,nm0562554",
8352,tt3899262,Cybớrg X,Cyborg X,2016,\N,90,2114.0,false,nm4283294,
8353,tt3900796,Temps,,2016,\N,95,,false,nm0072093,
8355,tt3902698,Rey Gitano,,2015,\N,112,1194.0,false,nm0048056,
8366,tt3921852,Barbie and the Secret Door,,2014,\N,81,1221.0,false,nm0389830,
8367,tt3949952,Alison,Alison,2016,\N,80,1080.0,true,nm1148097,
8368,tt3952108,The Dead Room,,2015,\N,80,4362.0,false,"nm1338284,nm1320215",
8378,tt3970854,The Perfect Dictatorship,La dictadura perfecta,2014,\N,143,5202.0,true,"nm0261840,nm0760092",
8405,tt4041476,Ultimate Justice,Ultimate Justice,2017,\N,93,1489.0,false,"nm5063099,nm0498566,nm6203854",
8407,tt4047846,Home,Home,\N,2016,103,1104.0,true,"nm0504895,nm0873260",
8408,tt4054004,2047: Virtúál Révớlútiớn,,2016,\N,92,1693.0,false,nm1384853,
8418,tt4065340,Arthur & Merlin,Arthur & Merlin,2015,\N,100,1393.0,false,"nm1015789,nm3563965,nm10263683,nm3957323,nm6819667",
