tconst,primaryTitle,originalTitle,year,runtimeMinutes,numVotes,label,writers,directors,title_is_same,normalized_title
tt0187859,Genghis Blues,Genghis Blues,1999,88.0,1360.0,1,nm0067861,nm0067861,1,genghis blues
tt0188030,Butterfly,Butterfly,1999,96.0,8794.0,1,"nm0044156,nm0191109,nm0729085",nm0191109,1,butterfly
tt0188055,Mercy,Mercy,2000,117.0,2237.0,0,"nm0512349,nm0364578",nm0364578,1,mercy
tt0188404,Dexter the Dragon & Bumble the Bear,Dexter the Dragon & Bumble the Bear,1983,84.0,1549.0,1,"nm0867554,nm0472243,nm0311590,nm0418142","nm0472243,nm0418142,nm0311590",1,dexter the dragon bumble the bear
tt0188766,King of Comedy,Hei kek ji wong,1999,85.0,6806.0,1,"nm0159507,nm0497231,nm0874683,nm1212647,nm0298676,nm5718923","nm0159507,nm0497758",0,king of comedy
tt0188863,Love Stinks,Love Stinks,1999,94.0,5199.0,0,nm0291449,nm0291449,1,love stinks
tt0189153,Wheels,Wheels,2006,92.0,2408.0,1,nm0590503,nm0590503,1,wheels
tt0189541,Gábriélá,Gábriélá,2001,93.0,1586.0,0,nm0589488,nm0589488,1,gabriela
tt0189592,Hum Aapke Dil Mein Rehte Hain,Hum Aapke Dil Mein Rehte Hain,1999,168.0,1628.0,0,"nm0415833,nm0707287",nm0442479,1,hum aapke dil mein rehte hain
tt0190332,"Crouching Tiger, Hidden Dragon",Wo hu cang long,2000,120.0,262431.0,1,"nm0910924,nm0770005,nm0874631,nm0238893",nm0000487,0,crouching tiger hidden dragon
tt0190374,Dúngéớns & Drágớns,Dungeons & Dragons,2000,107.0,33009.0,0,"nm0510229,nm0142154,nm0350436",nm0813309,0,dungeons dragons
tt0190419,Ghúlám,Ghulam,1998,162.0,11234.0,1,nm0707304,nm0080333,0,ghulam
tt0190590,"O Brother, Where Art Thou?","O Brother, Where Art Thou?",2000,107.0,300505.0,1,"nm0392955,nm0001053,nm0001054","nm0001054,nm0001053",1,o brother where art thou
tt0191074,New Best Friend,New Best Friend,2002,91.0,3307.0,0,nm0835194,nm0165062,1,new best friend
tt0192255,The Little Vampire,The Little Vampire,2000,95.0,10313.0,0,"nm0814008,nm0456732,nm0933733",nm0248942,1,the little vampire
tt0192614,The Skulls,The Skulls,2000,106.0,31891.0,0,nm0688282,nm0003418,1,the skulls
tt0192701,Turbulence 2: Fear of Flying,Turbulence 2: Fear of Flying,1999,101.0,2181.0,0,"nm0449246,nm0110805,nm0076791",nm0533145,1,turbulence 2 fear of flying
tt0192718,The Man Who Sleeps,The Man Who Sleeps,1974,77.0,3498.0,1,nm0673007,"nm0673007,nm0703400",1,the man who sleeps
tt0192731,Urban Legends: Final Cut,Urban Legends: Final Cut,2006,97.0,17138.0,0,"nm0395531,nm0090199,nm0220600",nm0653211,1,urban legends final cut
tt0192949,Stardom,Stardom,2000,100.0,1724.0,0,"nm0000780,nm0693017",nm0000780,1,stardom
tt0193560,Téxás Rángérs,Texas Rangers,2001,90.0,5877.0,0,"nm0244078,nm0123913,nm0178638",nm0591171,0,texas rangers
tt0193741,Badding,Badding,2000,103.0,1284.0,0,"nm2613590,nm0582623,nm0702522",nm0702522,1,badding
tt0195909,Meeting People Is Easy,Meeting People Is Easy,1998,99.0,3146.0,1,,nm0311532,1,meeting people is easy
tt0196069,Samsara,Samsara,2001,145.0,7829.0,1,"nm0659023,nm0048973",nm0659023,1,samsara
tt0196219,The Wrecking Crew,The Wrecking Crew,2000,80.0,1232.0,0,nm0089502,nm0089502,1,the wrecking crew
tt0196223,The Right Temptation,The Right Temptation,2000,95.0,1179.0,0,nm0104487,nm0160952,1,the right temptation
tt0196614,Hjärta av sten,Hjärta av sten,2000,79.0,1180.0,0,"nm0613318,nm0257777",nm0613318,1,hjarta av sten
tt0196635,International Khiladi,International Khiladi,1999,175.0,2216.0,0,"nm0576494,nm1022183",nm0576494,1,international khiladi
tt0197384,Crime + Punishment in Suburbia,Crime + Punishment in Suburbia,2000,100.0,3342.0,0,nm0343419,nm0003343,1,crime punishment in suburbia
tt0198386,The Crew,The Crew,2000,88.0,5929.0,0,nm0266673,nm0227781,1,the crew
tt0199290,3 Strikes,3 Strikes,2000,82.0,3448.0,0,nm0690770,nm0690770,1,3 strikes
tt0199314,About Adam,About Adam,2000,97.0,6539.0,0,"nm0826437,nm0862916",nm0826437,1,about adam
tt0199354,Be There or Be Square,Bu jian bu san,1998,103.0,1194.0,1,"nm0271815,nm0345158",nm0271815,0,be there or be square
tt0199481,Druids,Vercingétorix,2001,120.0,5268.0,0,"nm0233585,nm0657853,nm0819004,nm0209693",nm0233585,0,druids
tt0199650,Jill Rips,Jill Rips,2000,94.0,1004.0,0,"nm0911982,nm0076791,nm0512221",nm0382776,1,jill rips
tt0199753,Red Planet,Red Planet,2006,106.0,56959.0,0,"nm0679326,nm0501380",nm0388817,1,red planet
tt0200087,Sarfarosh,Sarfarosh,1999,174.0,25084.0,1,"nm1195250,nm0559877,nm1597736",nm0559877,1,sarfarosh
tt0200309,The Tale of Zatoichi Continues,The Tale of Zatoichi Continues,2006,72.0,2366.0,1,"nm0409467,nm0793753",nm0605245,1,the tale of zatoichi continues
tt0200469,Bats,Bats,1999,91.0,10349.0,0,nm0517589,nm0007128,1,bats
tt0200472,Beautiful Joe,Beautiful Joe,2006,98.0,3558.0,0,nm0582479,nm0582479,1,beautiful joe
tt0200710,Hitớkiri,Hitokiri,1969,140.0,1042.0,1,"nm0793050,nm0368074",nm0331471,0,hitokiri
tt0201290,The Underground Comedy Movie,The Underground Comedy Movie,1999,88.0,2663.0,0,"nm0644399,nm1053523",nm0644399,1,the underground comedy movie
tt0201844,Survival Island,Survival Island,2002,85.0,4228.0,0,"nm0384862,nm0384863","nm0384862,nm0384863",1,survival island
tt0202055,Vanaprastham,Vanaprastham,1999,119.0,3558.0,1,"nm0039896,nm0440267,nm0657532",nm0440267,1,vanaprastham
tt0202623,The Third Wheel,The Third Wheel,2002,91.0,4731.0,0,nm0480217,nm0103655,1,the third wheel
tt0202641,Two Family House,Two Family House,2000,108.0,1668.0,1,nm0208343,nm0208343,1,two family house
tt0203009,Moulin Rouge!,Moulin Rouge!,2001,127.0,275778.0,1,"nm0525303,nm0668902",nm0525303,1,moulin rouge
tt0203019,Mén ớf Hớnớr,Men of Honor,2000,129.0,113323.0,1,nm0809899,nm0863387,0,men of honor
tt0203166,Together,Together,2000,106.0,22489.0,1,nm0600546,nm0600546,1,together
tt0203230,You Can Count on Me,You Can Count on Me,2006,111.0,29396.0,1,nm0518836,nm0518836,1,you can count on me
tt0203632,The Princess and the Warrior,Der Krieger und die Kaiserin,2000,135.0,14415.0,1,nm0878756,nm0878756,0,the princess and the warrior
tt0204626,The Watcher,The Watcher,2006,97.0,26761.0,0,"nm0583514,nm0254213,nm0043769",nm0152741,1,the watcher
tt0204932,A Summer Tale,A Summer Tale,2000,91.0,3714.0,1,"nm0540297,nm0423872",nm0540297,1,a summer tale
tt0205177,Kévin & Pérry Gớ Lárgé,Kevin & Perry Go Large,2000,82.0,13113.0,0,"nm0256960,nm0191874",nm0125753,0,kevin perry go large
tt0205271,Dr. T & thé Wớmén,Dr. T & the Women,2000,122.0,19449.0,0,nm0710828,nm0000265,0,dr t the women
tt0205461,Thomas and the Magic Railroad,Thomas and the Magic Railroad,2000,85.0,4218.0,0,"nm0020150,nm0043423,nm1138141",nm0020150,1,thomas and the magic railroad
tt0206013,My Neighbors the Yamadas,Hôhokekyo tonari no Yamada-kun,1999,104.0,13467.0,1,"nm0410998,nm0847223,nm1818154,nm1547283",nm0847223,0,my neighbors the yamadas
tt0206216,Railroad Man,Poppoya,1999,112.0,1147.0,1,"nm0038271,nm0412534",nm0299175,0,railroad man
tt0206334,Gen-X Cops,Dak ging san yan lui,1999,114.0,3558.0,0,"nm0150802,nm0401195,nm0496821,nm0004214,nm1713457",nm0150802,0,genx cops
tt0207341,Biwi Nớ. 1,Biwi Nớ. 1,2006,159.0,5678.0,0,"nm1178114,nm0352032,nm0415514",nm0223522,1,biwi no 1
tt0208032,Canone inverso - Making Love,Canone inverso - Making Love,2000,107.0,3558.0,1,"nm0561001,nm0412873,nm0865573,nm0224765",nm0865573,1,canone inverso making love
tt0208196,Happy Accidents,Happy Accidents,2000,110.0,9774.0,1,nm0026442,nm0026442,1,happy accidents
tt0208675,Compassionate Sex,Sexo por compasión,2000,109.0,1257.0,1,nm0563760,nm0563760,0,compassionate sex
tt0209144,Méméntớ,Memento,2000,113.0,1180579.0,1,"nm0634240,nm0634300",nm0634240,0,memento
tt0209189,Not One Less,Yi ge dou bu neng shao,1999,106.0,8650.0,1,nm0793026,nm0955443,0,not one less
tt0209463,The Wind Will Carry Us,The Wind Will Carry Us,2006,118.0,10261.0,1,"nm1462189,nm0452102",nm0452102,1,the wind will carry us
tt0210299,Songcatcher,Songcatcher,2000,109.0,3454.0,1,nm0339245,nm0339245,1,songcatcher
tt0210701,German Fried Movie,German Fried Movie,1992,88.0,1309.0,0,"nm0093051,nm0432508,nm0527329","nm0093051,nm0527329",1,german fried movie
tt0210916,Postmen in the Mountains,Postmen in the Mountains,1999,93.0,1510.0,1,nm1407934,nm0403225,1,postmen in the mountains
tt0211181,102 Dalmatians,102 Dalmatians,2006,100.0,3558.0,0,"nm0807977,nm0118649,nm0716391,nm0879318,nm0925276",nm0510674,1,102 dalmatians
tt0211443,Jásớn X,Jason X,2001,92.0,54497.0,0,"nm0566699,nm0267805",nm0410494,0,jason x
tt0211900,Actors,Actors,2006,103.0,1168.0,0,nm0088397,nm0088397,1,actors
tt0211915,Amélie,Amélie,2001,122.0,730484.0,1,"nm0491011,nm0000466",nm0000466,1,amelie
tt0211938,Bait,Bait,2000,119.0,12373.0,0,"nm0770650,nm0770649,nm0006904",nm0298807,1,bait
tt0211941,Beat,Beat,2000,93.0,1531.0,0,nm0908352,nm0908352,1,beat
tt0212712,2046,2046,2004,129.0,55758.0,1,nm0939182,nm0939182,1,2046
tt0212720,A.I. Artificial Intelligence,A.I. Artificial Intelligence,2001,146.0,3558.0,1,"nm0000735,nm0914668,nm0000229",nm0000229,1,ai artificial intelligence
tt0212742,After Alice,After Alice,2000,100.0,1750.0,0,nm0588572,nm0546159,1,after alice
tt0212815,Big Édén,Big Édén,2000,118.0,4412.0,1,nm0080120,nm0080120,1,big eden
tt0213790,The Ladies Man,The Ladies Man,2000,84.0,13018.0,0,"nm0005218,nm0574005,nm0824482",nm0399737,1,the ladies man
tt0214841,Karz,Karz,2006,159.0,2227.0,1,"nm0080432,nm0713592",nm0007131,1,karz
tt0214871,The Last Patrol,The Last Patrol,2000,95.0,3558.0,0,"nm0102839,nm0519133",nm0504802,1,the last patrol
tt0214915,Mánichithrátházhú,Mánichithrátházhú,1993,169.0,10013.0,1,nm1432116,nm0269778,1,manichithrathazhu
tt0215517,Ángớớr,Angoor,1982,131.0,5138.0,1,"nm0347899,nm0000636",nm0347899,0,angoor
tt0216625,Code Unknown,Code Unknown,2000,118.0,13198.0,1,nm0359734,nm0359734,1,code unknown
tt0216787,Thé Tásté ớf Ớthérs,Le goût des autres,2006,112.0,9628.0,1,"nm0045870,nm0418450",nm0418450,0,the taste of others
tt0216800,With a Friend Like Harry...,"Harry, un ami qui vous veut du bien",2000,117.0,11213.0,1,"nm0596962,nm0545382,nm0996047",nm0596962,0,with a friend like harry
tt0216841,Jet Set,Jet Set,2000,106.0,1025.0,0,"nm0154452,nm0648902,nm0813219,nm0207566",nm0648902,1,jet set
tt0217355,Dancing at the Blue Iguana,Dancing at the Blue Iguana,2006,123.0,3895.0,0,"nm0705535,nm0513197",nm0705535,1,dancing at the blue iguana
tt0217590,The Adventures of Mowgli,Maugli,1973,90.0,1870.0,1,"nm0069414,nm0456017",nm1350122,0,the adventures of mowgli
tt0217630,Loser,Loser,2000,98.0,28608.0,0,nm0002132,nm0002132,1,loser
tt0217756,Ready to Rumble,Ready to Rumble,2000,107.0,14109.0,0,nm0109359,nm0005367,1,ready to rumble
tt0218043,Beyond the Mat,Beyond the Mat,1999,102.0,9005.0,1,nm0087904,nm0087904,1,beyond the mat
tt0218080,Agent Red,Agent Red,2000,95.0,1214.0,0,"nm0076791,nm0490370,nm0006860","nm0006860,nm0691061",1,agent red
tt0218625,The St. Francisville Experiment,The St. Francisville Experiment,2000,79.0,1609.0,0,,nm0138609,1,the st francisville experiment
tt0218864,Buying the Cow,Buying the Cow,2002,88.0,7058.0,0,"nm0065608,nm1378028",nm0065608,1,buying the cow
tt0219653,Dracula 2000,Dracula 2000,2000,99.0,3558.0,0,"nm0812373,nm0527261",nm0527261,1,dracula 2000
tt0220506,Halloween: Resurrection,Halloween: Resurrection,2002,94.0,41851.0,0,"nm0384185,nm0000118,nm0104487,nm0393517",nm0742819,1,halloween resurrection
tt0220757,Shool,Shool,2006,138.0,3225.0,1,"nm0440604,nm0633106,nm0890060",nm0633106,1,shool
tt0221073,Chopper,Chopper,2000,94.0,37725.0,1,"nm0973692,nm0231596",nm0231596,1,chopper
tt0221889,Béáútifúl Créátúrés,Béáútifúl Créátúrés,2000,86.0,3686.0,0,nm0232049,nm0247123,1,beautiful creatures
tt0222150,The Waiting List,Lista de espera,2000,105.0,1214.0,1,"nm0033029,nm0668590,nm0846119",nm0846119,0,the waiting list
tt0224578,The Vertical Ray of the Sun,Mùa hè chieu thang dung,2000,112.0,3736.0,1,nm0870841,nm0870841,0,the vertical ray of the sun
tt0225009,964 Pinocchio,964 Pinocchio,1991,97.0,1742.0,0,"nm0298006,nm3485479,nm3504018",nm0298006,1,964 pinocchio
tt0225029,Aflatoon,Aflatoon,1997,153.0,1327.0,0,"nm1054963,nm0415514",nm0223485,1,aflatoon
tt0225535,The Debt,The Debt,1999,106.0,3595.0,1,"nm0470377,nm0603198",nm0470377,1,the debt
tt0226872,Female Prisoner #701: Scorpion,Joshû 701-gô: Sasori,1972,87.0,3923.0,1,"nm0464817,nm0559406,nm0793999",nm0411746,0,female prisoner 701 scorpion
tt0227034,Mársál,Mársál,1999,97.0,1849.0,1,"nm0107654,nm0107655",nm0107655,1,marsal
tt0227194,One 2 Ka 4,One 2 Ka 4,2001,169.0,5013.0,0,"nm0155027,nm0196882,nm0482553",nm0619777,1,one 2 ka 4
tt0227277,Burnt Money,Burnt Money,2000,125.0,6425.0,1,"nm0276655,nm0683049,nm0686304",nm0686304,1,burnt money
tt0228853,"Thrớw Áwáy Yớúr Bớớks, Rálly in thé Strééts","Thrớw Áwáy Yớúr Bớớks, Rálly in thé Strééts",1971,137.0,1827.0,1,nm0855446,nm0855446,1,throw away your books rally in the streets
tt0228871,Sléépwálkér,Sléépwálkér,2006,95.0,1278.0,0,nm0117532,nm0750259,1,sleepwalker
tt0229371,An Evening of Edgar Allan Poe,An Evening of Edgar Allan Poe,1970,53.0,1008.0,1,"nm0000590,nm1844381,nm0425540",nm0425540,1,an evening of edgar allan poe
tt0230600,The Others,The Others,2001,101.0,353823.0,1,nm0024622,nm0024622,1,the others
tt0231971,Réstléss,Levottomat,2000,111.0,3749.0,0,"nm0054358,nm0521803,nm0133411",nm0521803,0,restless
tt0232960,Wớh Káún Thi?,Woh Kaun Thi?,1964,140.0,1029.0,1,"nm0154123,nm0729815",nm0451846,0,woh kaun thi
tt0233234,Land of Fear,Land of Fear,2006,142.0,3558.0,1,nm0008150,nm0008150,1,land of fear
tt0233469,Collateral Damage,Collateral Damage,2002,108.0,73964.0,0,"nm0740462,nm0341656,nm0341735",nm0001112,1,collateral damage
tt0233600,Tokyo Raiders,Dong jing gong lüe,2006,118.0,2499.0,0,"nm0151113,nm0159039",nm0155598,0,tokyo raiders
tt0233656,Epicenter,Epicenter,2000,102.0,1384.0,0,nm0564303,nm0160614,1,epicenter
tt0233687,The Eyes of Tammy Faye,The Eyes of Tammy Faye,2000,79.0,1719.0,1,,"nm0047259,nm0053190",1,the eyes of tammy faye
tt0233841,Baran,Baran,2001,94.0,8242.0,1,nm0006498,nm0006498,1,baran
tt0234652,Sanctimony,Sanctimony,2000,87.0,1586.0,0,nm0093051,nm0093051,1,sanctimony
tt0234748,Slime City,Slime City,1988,81.0,1023.0,0,nm0483053,nm0483053,1,slime city
tt0234837,Suzhou River,Suzhou River,2000,83.0,4673.0,1,nm0521601,nm0521601,1,suzhou river
tt0234988,The Town Is Quiet,The Town Is Quiet,2000,133.0,1226.0,1,"nm0587271,nm0350168",nm0350168,1,the town is quiet
tt0235048,Wicked Spring,Wicked Spring,2002,102.0,1006.0,0,nm0003577,nm0003577,1,wicked spring
tt0235060,The Road Home,Wo de fu qin mu qin,1999,89.0,12951.0,1,nm0052614,nm0955443,0,the road home
tt0235154,6ixtynin9,Ruang talok 69,1999,118.0,2052.0,1,nm0711579,nm0711579,0,6ixtynin9
tt0235737,Thé Sáltớn Séá,Thé Sáltớn Séá,2002,103.0,30501.0,1,nm0311024,nm0142286,1,the salton sea
tt0236126,A Crack in the Floor,A Crack in the Floor,2001,90.0,1160.0,0,"nm0863570,nm0822119","nm0863570,nm0822119",1,a crack in the floor
tt0236397,Death Has Blue Eyes,Death Has Blue Eyes,1976,80.0,3558.0,0,nm0557789,nm0557789,1,death has blue eyes
tt0236576,Paragraph 175,Paragraph 175,2000,81.0,2029.0,1,nm0940000,"nm0295243,nm0258531",1,paragraph 175
tt0237038,Bharatham,Bharatham,1991,147.0,2572.0,1,nm0517839,nm0539034,1,bharatham
tt0237138,Dasharatham,Dasharatham,1989,154.0,1988.0,1,nm0517839,nm0539034,1,dasharatham
tt0237309,His Highness Abdullah,His Highness Abdullah,1990,156.0,1281.0,1,nm0517839,nm0539034,1,his highness abdullah
tt0238119,Boys Don't Cry,Chlopaki nie placza,2000,90.0,6146.0,1,nm0466864,nm0523821,0,boys dont cry
tt0238380,Éqúilibriúm,Éqúilibriúm,2002,107.0,320731.0,1,nm0934483,nm0934483,1,equilibrium
tt0239395,Cats & Dogs,Cats & Dogs,2001,87.0,58527.0,0,"nm0720135,nm0275629",nm0349183,1,cats dogs
tt0240119,Tomie,Tomie,1998,95.0,1753.0,0,"nm0411702,nm0645231",nm0645231,1,tomie
tt0240200,Water,Water,2005,117.0,14719.0,1,"nm0440604,nm0576548",nm0576548,1,water
tt0240419,La Ciénaga,La Ciénaga,2001,103.0,6380.0,1,nm0551506,nm0551506,1,la cienaga
tt0240425,Comet in Moominland,Comet in Moominland,1992,70.0,3558.0,1,"nm0418275,nm0418309,nm0515383,nm0594496",nm0756903,1,comet in moominland
tt0240515,Freddy Got Fingered,Freddy Got Fingered,2001,87.0,47807.0,0,"nm0338381,nm0367761",nm0338381,1,freddy got fingered
tt0240641,"Just, Melvin: Just Evil","Just, Melvin: Just Evil",2000,96.0,1643.0,1,nm0926305,nm0926305,1,just melvin just evil
tt0241527,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,2001,152.0,715598.0,1,"nm0746830,nm0460141",nm0001060,1,harry potter and the sorcerers stone
tt0241663,To the Left of the Father,Lavoura Arcaica,2001,163.0,1813.0,1,"nm0142461,nm0621946",nm0142461,0,to the left of the father
tt0241760,The New Guy,The New Guy,2002,88.0,3558.0,0,nm0447583,nm0214036,1,the new guy
tt0241998,Sweetie Pie,Sweetie Pie,2002,85.0,1642.0,0,nm0505642,nm0505642,1,sweetie pie
tt0242150,Xchange,Xchange,2001,110.0,2552.0,0,"nm0670832,nm0820386",nm0610496,1,xchange
tt0242508,Harvard Man,Harvard Man,2001,99.0,4394.0,0,nm0864812,nm0864812,1,harvard man
tt0242572,Priyuralu Pilichindi,Priyuralu Pilichindi,2006,151.0,2993.0,1,"nm0000807,nm0579766,nm0837675",nm0579766,1,priyuralu pilichindi
tt0242601,Thé Bớớk ớf Stớné,El libro de piedra,1969,99.0,1026.0,1,nm0846010,nm0846010,0,the book of stone
tt0243133,The Man Who Wasn't There,The Man Who Wasn't There,2001,116.0,107407.0,1,"nm0001054,nm0001053",nm0001054,1,the man who wasnt there
tt0243558,Révớlútiớnáry Girl Úténá: Thé Mớvié,Shôjo kakumei Utena: Adolescence mokushiroku,1999,85.0,1470.0,1,"nm6649029,nm0257939,nm0407552",nm0407552,0,revolutionary girl utena the movie
tt0243876,The Duel,The Duel,2000,106.0,1643.0,0,"nm0939147,nm0939236",nm0490487,1,the duel
tt0244479,Dark Blue World,Dark Blue World,2001,112.0,5742.0,1,nm0006664,nm0841232,1,dark blue world
tt0244709,Pavilion of Women,Pavilion of Women,2001,116.0,1023.0,0,"nm0118406,nm0526839,nm0172601",nm0948021,1,pavilion of women
tt0245407,Crush,Crush,2001,108.0,3786.0,0,nm0563814,nm0563814,1,crush
tt0245429,Spiritéd Áwáy,Spiritéd Áwáy,2001,125.0,705217.0,1,nm0594503,nm0594503,1,spirited away
tt0245573,XX/XY,XX/XY,2002,91.0,3205.0,0,nm0157222,nm0157222,1,xxxy
tt0245712,Amores perros,Amores perros,2006,154.0,233725.0,1,nm0037247,nm0327944,1,amores perros
tt0245803,Búllétprớớf Mớnk,Búllétprớớf Mớnk,2003,104.0,49923.0,0,"nm0717550,nm0903456",nm0402995,1,bulletproof monk
tt0245837,Chúnhyáng,Chúnhyáng,2006,116.0,1657.0,1,"nm0158646,nm0437620,nm0453623",nm0407990,1,chunhyang
tt0245929,Devils on the Doorstep,Devils on the Doorstep,2000,139.0,3558.0,1,"nm0422638,nm0508413,nm0515045,nm0793011,nm0795516,nm0949163",nm0422638,1,devils on the doorstep
tt0246593,Big Ánimál,Duze zwierze,2000,73.0,3558.0,1,"nm0001425,nm0650103",nm0836136,0,big animal
tt0246765,Lumumba,Lumumba,2000,115.0,1926.0,1,"nm0094726,nm0249041,nm0669704",nm0669704,1,lumumba
tt0246989,Tomcats,Tomcats,2001,95.0,18199.0,0,nm0201304,nm0201304,1,tomcats
tt0247586,Nine Queens,Nueve reinas,2000,114.0,51698.0,1,nm0081433,nm0081433,0,nine queens
tt0247745,Súpér Trớớpérs,Super Troopers,2001,100.0,101315.0,1,"nm0151540,nm0373571,nm0501399,nm0815418,nm0831479",nm0151540,0,super troopers
tt0247911,Ááp Mújhé Áchché Lágné Lágé,Aap Mujhe Achche Lagne Lage,2006,180.0,2482.0,0,"nm0080327,nm0223475,nm0240882",nm0080333,0,aap mujhe achche lagne lage
tt0247944,Badal,Badal,2000,166.0,1349.0,0,"nm0438029,nm0080327,nm1122442,nm0765454",nm0438029,1,badal
tt0247945,Badri,Badri,2000,158.0,1873.0,1,nm0700872,nm0700872,1,badri
tt0247992,Dulhan Hum Le Jayenge,Dulhan Hum Le Jayenge,2006,158.0,3411.0,0,nm0415514,nm0223522,1,dulhan hum le jayenge
tt0248036,Get Ready to Be Boyzvoiced,Get Ready to Be Boyzvoiced,2000,95.0,1492.0,1,"nm0248526,nm0255821","nm0299825,nm0255821,nm0248526",1,get ready to be boyzvoiced
tt0248126,Kabhi Khushi Kabhie Gham...,Kabhi Khushi Kabhie Gham...,2001,210.0,3558.0,1,"nm0424103,nm1099235",nm0424103,1,kabhi khushi kabhie gham
tt0248547,Tholi Prema,Tholi Prema,2006,146.0,3869.0,1,"nm0157977,nm0440269",nm0440269,1,tholi prema
tt0248617,Yaadein...,Yaadein...,2001,171.0,3427.0,0,"nm0007131,nm0318616,nm0438089,nm1173370",nm0007131,1,yaadein
tt0248661,3 A.M.,3 A.M.,2001,92.0,1308.0,0,nm0205014,nm0205014,1,3 am
tt0248845,Hedwig and the Angry Inch,Hedwig and the Angry Inch,2006,95.0,34784.0,1,"nm0593463,nm0871136",nm0593463,1,hedwig and the angry inch
tt0249027,Moonnam Pakkam,Moonnam Pakkam,1988,114.0,3558.0,1,nm0655802,nm0655802,1,moonnam pakkam
tt0249047,Namukku Parkkan Munthiri Thoppukal,Namukku Parkkan Munthiri Thoppukal,1986,137.0,2316.0,1,"nm0655802,nm3217484",nm0655802,1,namukku parkkan munthiri thoppukal
tt0249188,Thoovanathumbikal,Thoovanathumbikal,1987,151.0,3967.0,1,nm0655802,nm0655802,1,thoovanathumbikal
tt0249795,Máyábázár,Maya Bazaar,1957,192.0,4704.0,1,"nm0710589,nm0714762",nm0714762,0,mayabazar
tt0250125,Under the Skin of the City,Zir-e poost-e shahr,2006,92.0,1491.0,1,"nm0051999,nm0609201",nm0051999,0,under the skin of the city
tt0250258,The Experiment,The Experiment,2001,120.0,92736.0,1,"nm0320342,nm0201543,nm0092063",nm0386570,1,the experiment
tt0251160,John Q,John Q,2002,116.0,129773.0,1,nm0444006,nm0001024,1,john q
tt0251174,Chilly Dogs,Chilly Dogs,2001,86.0,1696.0,0,nm0651758,nm0818639,1,chilly dogs
tt0252028,Surviving Christmas,Surviving Christmas,2006,91.0,24058.0,0,"nm0438226,nm0253323,nm0893262,nm0827985",nm0593610,1,surviving christmas
tt0252277,Bichhoo,Bichhoo,2000,160.0,3558.0,0,,nm0223485,1,bichhoo
tt0252360,Davaci,Davaci,1987,79.0,3099.0,1,"nm0119457,nm11454472",nm0006703,1,davaci
tt0252405,Düttürü Dünya,Düttürü Dünya,1988,91.0,2603.0,1,nm0119457,nm0006703,1,dutturu dunya
tt0252468,Gerzek Saban,Gerzek Saban,1980,76.0,2872.0,1,nm0876561,nm0047971,1,gerzek saban
tt0252487,The Chaos Class,The Chaos Class,2006,87.0,39349.0,1,"nm0119457,nm0407642",nm0251027,1,the chaos class
tt0252489,The Chaos Class Is on Vacation,The Chaos Class Is on Vacation,1977,97.0,17419.0,1,"nm0407642,nm0784149",nm0251027,1,the chaos class is on vacation
tt0252490,Thé Cháớs Cláss Is Wáking Úp,Thé Cháớs Cláss Is Wáking Úp,1977,94.0,3558.0,1,"nm0407642,nm0784149",nm0251027,1,the chaos class is waking up
tt0252589,Kanli Nigar,Kanli Nigar,1981,81.0,3558.0,1,"nm0015570,nm0784149",nm0960375,1,kanli nigar
tt0252611,Korkusuz Korkak,Korkusuz Korkak,1979,77.0,6490.0,1,nm0876561,nm0047971,1,korkusuz korkak
tt0252985,Ask Me If I'm Happy,Chiedimi se sono felice,2000,100.0,5911.0,1,"nm0893111,nm0017623,nm0320495,nm0316034,nm0133579,nm0284958,nm0274081","nm0017623,nm0316034,nm0320495,nm0893111",0,ask me if im happy
tt0253143,Inek Saban,Inek Saban,1978,71.0,4060.0,1,"nm1024382,nm0781261",nm0781261,1,inek saban
tt0253420,"Shaban, a Man from the Middle Class",Ortadirek Saban,1984,82.0,4609.0,1,nm0781261,nm0862605,0,shaban a man from the middle class
tt0253474,Thé Piánist,Thé Piánist,2002,150.0,781136.0,1,"nm0367838,nm0844262",nm0000591,1,the pianist
tt0253622,The Stupid Millionaire,Salak Milyoner,1974,84.0,7198.0,1,nm0784149,nm0251027,0,the stupid millionaire
tt0253623,Sálákớ,Sálákớ,1974,87.0,6022.0,1,nm0784149,nm0947998,1,salako
tt0253828,Tosun Pasa,Tosun Pasa,1976,90.0,22681.0,1,"nm0383740,nm0877078",nm0862605,1,tosun pasa
tt0253840,The Triumph of Love,The Triumph of Love,2001,112.0,1552.0,0,"nm0210114,nm0672543,nm0325665,nm0000934",nm0672543,1,the triumph of love
tt0253867,The Sweetest Thing,The Sweetest Thing,2002,84.0,57718.0,0,nm0683726,nm0474955,1,the sweetest thing
tt0253970,Yüz Numarali Adam,Yüz Numarali Adam,1978,79.0,5489.0,1,nm0781261,nm0781261,1,yuz numarali adam
tt0253997,Çöpçüler Krali,Çöpçüler Krali,1977,80.0,3558.0,1,nm0119457,nm0006703,1,copculer krali
tt0254001,Üç Kágitçi,Üç Kagitçi,1981,88.0,5340.0,1,nm0047971,nm0047971,0,uc kagitci
tt0254683,Phool Aur Kaante,Phool Aur Kaante,1991,173.0,1418.0,0,nm0244335,nm0463315,1,phool aur kaante
