column0,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,writers,directors
7017,tt1810602,If You Are the One 2,,2010,\N,120,1484.0,"nm0271815,nm0911032",nm0271815
7030,tt1821317,Aadukalam,Aadukalam,2011,\N,160,5875.0,"nm3585776,nm4274575",nm4274575
7089,tt1863192,Corn Island,,2014,\N,100,,"nm3519336,nm0653768,nm0789394",nm0653768
7143,tt1927068,Shameless,,2012,\N,81,1181.0,nm1001327,nm1965582
7155,tt1935156,Jodorowsky's Dune,,\N,2013,90,24274.0,\N,nm0667650
7170,tt1949548,Heroine,Heroine,2012,\N,149,4277.0,"nm1055105,nm9808611,nm1145539,nm1173370",nm1055105
7287,tt2082415,Saints and Soldiers: Airborne Creed,Saints and Soldiers: Airborne Creed,\N,2012,94,3974.0,"nm4718922,nm0394014",nm0514662
7478,tt2282016,The Possession of Michael King,,2014,\N,83,12255.0,"nm5169133,nm0093328",nm5169133
7550,tt2357958,Marighella,Marighella,2012,\N,100,3401.0,nm0274229,nm0274229
7597,tt2387589,The Girl on the Train,The Girl on the Train,2014,\N,80,1005.0,nm0104487,nm0104487
7665,tt2468774,Confession of Murder,Nae-ga sal-in-beom-i-da,2012,\N,119,10029.0,"nm2974384,nm3468066,nm0453426",nm3468066
7747,tt2620952,Player,,2013,\N,79,1098.0,"nm1470110,nm0159745,nm0421716",nm0421716
7806,tt2785390,America: Imagine the World Without Her,America: Imagine the World Without Her,2014,\N,107,6751.0,"nm1625338,nm2769225,nm6583447","nm1625338,nm2769225"
7813,tt2803940,Misớgynist,Misogynist,2013,\N,77,4703.0,nm2751807,nm2751807
7849,tt2893780,Convict,Convict,2014,\N,110,1496.0,nm0059750,"nm5663935,nm0059750"
8043,tt3286052,The Blackcoat's Daughter,,2015,\N,93,21124.0,nm0674020,nm0674020
8064,tt3327994,Human,,2015,\N,190,8112.0,\N,nm0037867
8199,tt3569970,Attack of the Lederhosen Zombies,,2016,\N,78,1651.0,"nm1618279,nm1542490",nm1542490
8621,tt4566574,Mega Shark vs. Kolossus,Mega Shark vs. Kolossus,\N,2015,89,1599.0,nm0220656,nm0712782
8785,tt5037840,Drúnk Párénts,,2019,\N,97,6980.0,"nm0937748,nm0310087",nm0937748
8804,tt5078188,Thé Tág-Álớng,Hong yi xiao nu hai,2015,\N,93,1766.0,nm4340065,nm7415410
9016,tt5658296,Sperm Whale: Roya's Selection,Sperm Whale: Roya's Selection,2017,\N,86,1973.0,nm2206885,nm2206885
9042,tt5707048,Loveling,,2018,\N,95,1512.0,"nm3221896,nm1281415",nm3221896
9084,tt5804948,With Open Arms,,\N,2017,92,3121.0,"nm0491230,nm3560371,nm0154385",nm0154385
9119,tt5893332,Sándy Wéxlér,Sandy Wexler,2017,\N,130,16154.0,"nm4674057,nm0755586,nm0001191",nm0109359
9211,tt6170506,Beast of Burden,,2018,\N,89,2852.0,nm2439334,nm2376562
9392,tt6848602,Til Death Do Us Part,Til Death Do Us Part,2017,\N,101,1298.0,nm0396867,nm0831321
9514,tt7375304,Ouija House,Ouija House,2018,\N,95,1110.0,"nm3474166,nm0588577",nm2244594
9566,tt7600704,Boys vs. Girls,,2019,\N,\N,2537.0,nm1618296,nm1618296
9738,tt8348022,Skin Wálkér,Skin Walker,2019,\N,87,4516.0,nm2519150,nm2519150
9948,tt9495690,Págálpánti,Pagalpanti,2019,\N,149,2331.0,"nm0063357,nm6160290,nm6344011",nm0063357
34,tt0015863,Go West,,1925,\N,69,4188.0,"nm0000036,nm0623640,nm0134252",nm0000036
40,tt0016481,Variety,Varieté,1925,\N,104,1188.0,"nm0390586,nm0243295",nm0243295
84,tt0021730,The Champ,,1931,\N,86,3057.0,"nm0547966,nm0875746,nm0549905",nm0896542
355,tt0036641,Between Two Worlds,Between Two Worlds,1944,\N,112,2036.0,"nm0297190,nm0888996",nm0087831
485,tt0041445,The Hasty Heart,,1949,\N,102,1350.0,"nm0532030,nm0665875",nm0792605
494,tt0041716,On the Town,,\N,1949,98,17044.0,"nm0337582,nm0173679,nm0730385","nm0002045,nm0000037"
743,tt0051404,Lé Béáú Sérgé,,1958,\N,98,3276.0,nm0001031,nm0001031
829,tt0053602,The Angry Silence,,1960,\N,95,1382.0,"nm0339995,nm0185954,nm0285302",nm0337885
833,tt0053643,Bell' Antonio,,1960,\N,105,1509.0,"nm0001596,nm0899616,nm0104329,nm0006615",nm0006615
1055,tt0059219,Genghis Khan,,1965,\N,120,2132.0,"nm0721655,nm0189117,nm0558435",nm0505610
1077,tt0059742,The Sound of Music,The Sound of Music,1965,\N,172,,"nm0403346,nm0512231,nm0189496,nm0499626,nm0903125",nm0936404
1123,tt0061196,Wings,,1966,\N,85,1888.0,"nm0947899,nm0752929",nm0791899
1129,tt0061398,Berserk,,1967,\N,96,2181.0,"nm0437189,nm0169432",nm0640226
1208,tt0063210,Lady in Cement,,1968,\N,93,2253.0,"nm0016549,nm0348924",nm0235066
1372,tt0067650,Raid on Rommel,,1971,\N,99,2218.0,nm0089560,nm0368871
1388,tt0068156,1776,1776,1972,\N,141,9349.0,"nm0832099,nm0250360",nm0402596
1546,tt0072930,Black Emanuelle,Emanuelle nera,1975,\N,96,1395.0,"nm0005632,nm0597265",nm0005632
1626,tt0074923,"Mother, Jugs & Speed",,1976,\N,98,3089.0,"nm0541993,nm0542539",nm0946811
1758,tt0079063,Dớn Giớvánni,,1979,\N,176,1195.0,"nm0196153,nm0758284,nm0521338,nm0521334,nm0509420",nm0521334
1786,tt0079980,Sérié Nớiré,,1979,\N,111,2898.0,"nm0860292,nm0673007,nm0006734",nm0006734
1931,tt0083987,Gandhi,Gandhi,1982,\N,191,224599.0,nm0109300,nm0000277
2008,tt0085743,Jaane Bhi Do Yaaro,,1983,\N,132,13797.0,"nm0438499,nm0442479,nm0592803,nm0787453",nm0787453
2036,tt0086230,Sádmá,,1983,\N,141,3105.0,"nm0347899,nm0536818",nm0536818
2118,tt0088103,Sheena: Queen of the Jungle,,1984,\N,117,4812.0,"nm0628058,nm0783913,nm0828562,nm0251683,nm0252162",nm0347086
2243,tt0091507,Mélo,Mélo,1986,\N,112,1488.0,"nm0077056,nm0720297",nm0720297
2479,tt0097108,"The Cook, the Thief, His Wife & Her Lover","The Cook, the Thief, His Wife & Her Lover",1989,\N,124,36911.0,nm0000425,nm0000425
2526,tt0098052,Paganini,,1989,\N,81,1012.0,nm0001428,nm0001428
2577,tt0099697,Grávéyárd Shift,,1990,\N,86,10892.0,"nm0000175,nm0261176",nm0802326
2695,tt0103157,The Unborn,The Unborn,1991,\N,83,,"nm0104335,nm0274905",nm0281869
2749,tt0104940,The Muppet Christmas Carol,The Muppet Christmas Carol,1992,\N,85,53459.0,"nm0002042,nm0432075",nm0005008
2865,tt0108277,TC 2000,,1993,\N,95,1143.0,"nm0560927,nm2276669,nm0779830",nm0779830
2890,tt0109370,Canadian Bacon,Canadian Bacon,\N,1995,91,16744.0,nm0601619,nm0601619
2894,tt0109442,Cláss ớf 1999 II: Thé Súbstitúté,,1994,\N,87,1529.0,"nm0786411,nm0504495",nm0713610
2957,tt0110659,In the Middle of Nowhere,,1994,\N,100,1034.0,nm0420531,nm0705649
3207,tt0117731,Star Trek: First Contact,,1996,\N,111,122337.0,"nm0734472,nm0075834,nm0103804,nm0601822",nm0000408
3251,tt0119013,Double Team,,1997,\N,93,33481.0,"nm0415979,nm0597857",nm0007139
3262,tt0119169,Fireworks,Fuochi d'artificio,1997,\N,100,1297.0,"nm0682251,nm0894787",nm0682251
3340,tt0120623,A Bug's Life,A Bug's Life,1998,\N,95,280187.0,"nm0005124,nm0004056,nm0710020,nm0568490,nm0789624","nm0004056,nm0005124"
3376,tt0122770,Valley of the Bees,Údolí vcel,1968,\N,97,,"nm0478005,nm0900712",nm0900712
3457,tt0138704,Pi,,1998,\N,84,,"nm0004716,nm0347797,nm0914615",nm0004716
3528,tt0156587,Flowers of Shanghai,,\N,1998,113,,"nm2402926,nm0151690,nm0160883",nm0396284
3599,tt0168269,Cinderella,Zolushka,\N,1947,84,1229.0,nm0796065,"nm0788572,nm0467035"
3601,tt0168504,A Better Way to Die,,2000,\N,101,1638.0,nm0007045,nm0007045
3634,tt0177215,Seven Girlfriends,Seven Girlfriends,1999,\N,99,1465.0,"nm0006996,nm0339613",nm0006996
3651,tt0180748,In China They Eat Dogs,,1999,\N,91,21311.0,nm0421314,nm0647718
4042,tt0271136,Quicksand,,2003,\N,95,2467.0,"nm0522857,nm0695112",nm0533334
4122,tt0286476,Autumn Spring,,2001,\N,100,1777.0,nm0399110,nm0584630
4127,tt0287471,Late Marriage,,2001,\N,102,3279.0,nm0467017,nm0467017
4460,tt0363282,Néw Yớrk Minúté,New York Minute,2004,\N,91,22933.0,"nm1428524,nm0177836,nm0171651",nm0330140
4527,tt0374252,Sugar,,2004,\N,78,1961.0,"nm1411792,nm0478418,nm0487630,nm0658307",nm0658307
4609,tt0385363,Let's Make a Grandson,,2003,\N,83,,nm1474882,nm0921264
4713,tt0406158,"The Prize Winner of Defiance, Ohio","The Prize Winner of Defiance, Ohio",2005,\N,99,7404.0,"nm1678495,nm0026862",nm0026862
4733,tt0409947,Face,Peiseu,2004,\N,92,1160.0,"nm1310384,nm1616201,nm1616202,nm0998389",nm0998389
4871,tt0433360,Dark Remains,,2005,\N,91,1396.0,nm0042932,nm0042932
4891,tt0437800,Akeelah and the Bee,,2006,\N,112,19553.0,nm0040328,nm0040328
5096,tt0478329,The Gray Man,The Gray Man,2007,\N,97,1641.0,"nm2447053,nm0168149",nm1469827
5146,tt0488120,Fracture,,2007,\N,113,196435.0,"nm0002417,nm1020896",nm0387706
5184,tt0494501,"The Class of Chaos 3,5",Hababam Sinifi Üç Buçuk,2005,\N,98,7972.0,nm0258881,nm0251028
5186,tt0494816,The Baggy Trousers Case,,1983,\N,90,2491.0,nm0754952,nm0862605
5200,tt0498329,Wé Livé in Públic,We Live in Public,2009,\N,91,1886.0,nm0863756,nm0863756
5295,tt0803061,Red Dog,Red Dog,\N,2011,92,17541.0,"nm0850044,nm0207408",nm0826541
5344,tt0822833,"Sex, Party & Lies",Mentiras y gordas,\N,2009,107,2464.0,"nm0016203,nm0328000,nm0579687","nm0579687,nm0016203"
5347,tt0823451,Dús Káhániyáán,Dus Kahaniyaan,2007,\N,110,1592.0,"nm0348495,nm1883558,nm0576554,nm2390228,nm3840083,nm1126068,nm2807963,nm0796503,nm2320291,nm0659238,nm2320889,nm0347899","nm0482232,nm1123937,nm2322617,nm1126068,nm0348495,nm0576554"
5433,tt0884335,Chrysális,Chrysalis,2007,\N,94,2860.0,"nm2182866,nm0680039,nm2425150,nm1718020",nm2182866
5695,tt10495746,Two Blue Stripes,,2019,\N,113,1130.0,nm2804902,nm2804902
5741,tt10687070,Mandela,,\N,2021,140,5957.0,nm5325427,nm5325427
5745,tt1070874,The Trial of the Chicago 7,The Trial of the Chicago 7,2020,\N,129,162565.0,nm0815070,nm0815070
5998,tt11657662,The Witcher: Nightmare of the Wolf,,2021,\N,83,33216.0,"nm3141961,nm1140292",nm3391600
6027,tt1179071,The Orphan Killer,,2011,\N,83,1676.0,nm0267902,nm0267902
6466,tt1422184,10 to 11,,2009,\N,110,2610.0,nm1959064,nm1959064
6511,tt1451763,Villu,Villu,2009,\N,146,4010.0,"nm12571265,nm6859370,nm0222150",nm0222150
6659,tt1559036,The Motel Life,The Motel Life,2012,\N,85,3648.0,"nm2873116,nm1406764,nm2922439","nm2611223,nm2126907"
6716,tt1590129,Natarang,Natarang,2010,\N,127,,"nm2165634,nm3779913",nm2165634
6730,tt1601814,Büsra,,2010,\N,105,1055.0,"nm3811052,nm3809021",nm3809021
6746,tt1610996,Absentia,,2011,\N,87,18074.0,nm1093039,nm1093039
6748,tt1612608,The Italian,L'Italien,2010,\N,102,1504.0,"nm0057842,nm0061085,nm1988254,nm0078704,nm0099398",nm0057842
6978,tt1781866,Muita Calma Nessa Hora,,2010,\N,92,,"nm1147709,nm0143179,nm4125647,nm1149945,nm4194093",nm1589673
7026,tt1817232,Phineas and Ferb the Movie: Candace Against the Universe,Phineas and Ferb the Movie: Candace Against the Universe,2020,\N,86,3908.0,"nm0693933,nm0550578,nm3408251,nm0963343,nm2956436,nm1009988,nm0397377,nm1401131",nm1401131
7039,tt1826019,The Wind of Al Amal,,2013,\N,91,1221.0,nm1072259,nm1072259
7115,tt1891769,The Painting,Le tableau,2011,\N,80,4131.0,"nm7527284,nm0481451,nm1109893,nm1315809",nm0481451
7137,tt1924396,The Best Offer,La migliore offerta,2013,\N,131,,nm0868153,nm0868153
7212,tt2005151,War Dogs,,2016,\N,114,198165.0,"nm0157787,nm0680846,nm1429512,nm0493225",nm0680846
7262,tt2064968,The Longest Week,,2014,\N,86,12319.0,"nm2871592,nm2900644",nm2871592
7275,tt2076372,Toad Road,,2012,\N,76,1285.0,nm1557549,nm1557549
7361,tt2177511,Caesar Must Die,,2012,\N,77,6459.0,"nm0000636,nm0851752,nm0851754","nm0851752,nm0851754"
7562,tt2364897,The Disappointments Room,The Disappointments Room,2016,\N,91,9697.0,"nm0589505,nm0142286",nm0142286
7592,tt2381989,Skytten,,2013,\N,90,,"nm0761879,nm0026199,nm0392350,nm0090854,nm0259693",nm0646299
7623,tt2404461,The Past,,2013,\N,130,47717.0,nm1410815,nm1410815
7724,tt2577150,Traffic Department,Drogówka,2012,\N,118,4559.0,nm1500530,nm1500530
7838,tt2871010,Sonali Cable,,2014,\N,127,1028.0,nm1743389,nm1743389
7913,tt3032282,Eden,,2014,\N,90,3051.0,"nm2429222,nm1676649",nm4357206
8018,tt3234084,I Do... Until I Don't,I Do... Until I Don't,2017,\N,106,2464.0,nm1128572,nm1128572
8096,tt3404246,Bright Night,Nachthelle,2014,\N,86,1232.0,"nm2264935,nm2271474,nm7263825",nm2264935
8104,tt3422462,Bangistan,,2015,\N,135,1235.0,"nm4107081,nm4106454,nm5883328",nm5883328
8108,tt3433074,Mrs. Brớwn's Bớys D'Mớvié,,2014,\N,94,5238.0,nm0639983,nm0445843
8168,tt3529664,Mountain Men,Mountain Men,2014,\N,85,1619.0,"nm0479523,nm0997459",nm0479523
8190,tt3562786,Uncaged,Uncaged,2016,\N,95,1989.0,"nm5546430,nm6319750",nm6319750
8365,tt3921694,The Madness Within,,2019,\N,97,1017.0,nm2598931,nm2598931
8566,tt4420704,Kedi,,\N,2016,79,14053.0,\N,nm2167704
8583,tt4446258,Romeo Juliet,,2015,\N,150,1174.0,nm7121260,nm7121260
8628,tt4587366,Eliminators,,2016,\N,94,,"nm2535285,nm2546393",nm2071556
8815,tt5104080,Thé Héávén Nớné Misséd,Surga Yang Tak Dirindukan,2015,\N,125,,"nm7650229,nm3015321",nm5102029
8819,tt5116302,Togo,,2019,\N,113,44310.0,nm0002368,nm0179697
8863,tt5226436,The Fourth Phase,,\N,2016,90,1430.0,nm8369212,nm2057035
8929,tt5446610,The Tenth Man,,2016,\N,82,1065.0,nm0122184,nm0122184
9364,tt6745550,Exit 0,Exit 0,2019,\N,95,12249.0,"nm0004209,nm3575047",nm0004209
9569,tt7612032,Art of the Dead,,2019,\N,97,1819.0,"nm0437490,nm5666772,nm6497808",nm0437490
9584,tt7681902,Won't You Be My Neighbor?,Won't You Be My Neighbor?,2018,\N,95,24769.0,\N,nm1365879
9683,tt8080556,The Director and the Jedi,,2018,\N,95,1037.0,nm2010047,nm1637865
9761,tt8402090,Cumali Ceber 2,,2018,\N,100,,"nm7860518,nm9832450",nm0149131
9905,tt9203168,Mớrớmété Fámily: Ớn thé Édgé ớf Timé,,\N,2018,110,1680.0,"nm0347720,nm0695737",nm0347720
9943,tt9441638,The Big Ugly,,2020,\N,106,5780.0,"nm0007045,nm0850227",nm0007045
144,tt0025862,Tarzan and His Mate,,1934,\N,104,5033.0,"nm0123194,nm0570130,nm0736911,nm0330390,nm0058295","nm0176699,nm0570985,nm0316539"
166,tt0027657,The Garden of Allah,The Garden of Allah,1936,\N,79,1519.0,"nm0382562,nm0513744,nm0726704,nm0325135",nm0092915
301,tt0034012,Penny Serenade,Penny Serenade,1941,\N,119,6823.0,"nm0753452,nm0154773",nm0828419
445,tt0039725,Possessed,,1947,\N,108,5239.0,"nm0724337,nm0532030,nm0918061",nm0076779
452,tt0040064,3 Godfathers,,1948,\N,106,9123.0,"nm0821716,nm0637793,nm0477437,nm0622251",nm0000406
478,tt0040876,The Three Musketeers,,1948,\N,125,,"nm0241416,nm0034124",nm0796645
694,tt0049674,Richard III,,1955,\N,161,4461.0,"nm0000636,nm0000059,nm0308243,nm1410377",nm0000059
991,tt0057546,The Sword in the Stone,The Sword in the Stone,1963,\N,79,94275.0,"nm0670328,nm0925493","nm0718627,nm0314671,nm0359457"
1038,tt0058625,Woman in the Dunes,,1964,\N,147,19054.0,"nm0008356,nm0948870",nm0856267
1274,tt0065230,Young Billy Young,Young Billy Young,1969,\N,89,1225.0,"nm0447944,nm0020571",nm0447944
1280,tt0065439,The Confession,,1970,\N,139,4173.0,"nm0518742,nm0518672,nm0783934",nm0002020
1305,tt0066160,The Werewolf Versus the Vampire Woman,,\N,1971,86,1640.0,"nm0596701,nm0612936",nm0459567
1330,tt0066817,Bedknobs and Broomsticks,,\N,1971,117,36218.0,"nm0942723,nm0075859,nm0909556,nm0196119,nm0636260,nm0027011","nm0829038,nm0453832"
1371,tt0067637,The Legend of Frenchie King,,1971,\N,94,,"nm0030046,nm0625999,nm0143007,nm0939618,nm0099429","nm0143007,nm0160108"
1380,tt0067820,Taking Off,Taking Off,1971,\N,93,4263.0,"nm0001232,nm0345359,nm0140643,nm0458830",nm0001232
1518,tt0071627,Thé Hớúsé ớf Sévén Cớrpsés,The House of Seven Corpses,1974,\N,88,1398.0,"nm1268738,nm0446907",nm1268738
1592,tt0074360,Cría Cuervos,Cría cuervos,1976,\N,105,9865.0,nm0767022,nm0767022
1639,tt0075404,The Ascent,Voskhozhdenie,1977,\N,111,7862.0,"nm0125911,nm0459302,nm0791899",nm0791899
1733,tt0078382,Thank God It's Friday,Thank God It's Friday,1978,\N,89,2678.0,"nm0077000,nm0458228",nm0458228
2010,tt0085750,Jaws 3-D,Jaws 3-D,1983,\N,99,42624.0,"nm0001940,nm0558577,nm0331956,nm0874100,nm0437393",nm0023469
2062,tt0086617,The Year of Living Dangerously,The Year of Living Dangerously,\N,1982,115,20825.0,"nm0932011,nm0001837,nm0462272,nm0788991",nm0001837
2095,tt0087578,Whééls ớn Méáls,,1984,\N,108,12918.0,"nm0849282,nm1471273",nm0005033
2159,tt0089338,Cut and Run,Inferno in diretta,1984,\N,90,2220.0,"nm0296658,nm0332417,nm0898812",nm0219959
2301,tt0092804,Cry Freedom,,1987,\N,157,,"nm0109300,nm0940581",nm0000277
2457,tt0096193,Sunset,,1988,\N,102,4098.0,"nm0024120,nm0001175",nm0001175
2466,tt0096336,Stớry ớf Wớmén,Une affaire de femmes,1988,\N,108,4442.0,"nm0851725,nm0001031,nm0844265",nm0001031
2483,tt0097236,Dream a Little Dream,,1989,\N,114,6864.0,"nm0291398,nm0733692,nm0251971",nm0733692
2550,tt0098645,Whớ's Hárry Crúmb?,,1989,\N,94,15935.0,"nm0176256,nm0941810",nm0280901
2717,tt0104036,The Crying Game,The Crying Game,1992,\N,112,53979.0,nm0001403,nm0001403
2719,tt0104082,The Democratic Terrorist,Den demokratiske terroristen,1992,\N,96,,"nm0412220,nm0347188",nm0074719
2815,tt0107007,Gettysburg,,1993,\N,271,28472.0,"nm0787033,nm0561813",nm0561813
2855,tt0108148,Iron Monkey,,1993,\N,90,16088.0,"nm0848826,nm0258268,nm0490622,nm0849283,nm0007139",nm0950759
3013,tt0112685,"Class of Nuke 'Em High Part 3: The Good, the Bad and the Subhumanoid","Class of Nuke 'Em High Part 3: The Good, the Bad and the Subhumanoid",\N,1994,102,1174.0,"nm0442207,nm0603062,nm0881173,nm0313995,nm0522218,nm0765910,nm0738407",nm0522218
3174,tt0116962,Mahjong,Ma jiang,\N,1996,121,1238.0,nm0945981,nm0945981
3468,tt0140399,Muthu,Muthu,1995,\N,132,,nm0433893,nm0433893
3482,tt0142772,The Polish Bride,,1998,\N,89,,nm0886270,nm0871535
3504,tt0146675,End of Days,End of Days,1999,\N,122,108600.0,nm0549256,nm0001382
3559,tt0163494,Space Adventure Cobra,Space Adventure Cobra,1982,\N,99,,"nm0855422,nm1500897,nm0384524",nm0223411
3606,tt0169547,American Beauty,American Beauty,1999,\N,122,1113105.0,nm0050332,nm0005222
3661,tt0181875,Almost Famous,,2000,\N,122,267258.0,nm0001081,nm0001081
3804,tt0221027,Blow,Blow,2001,\N,124,250058.0,"nm0692051,nm0571346,nm0001024",nm0001130
3856,tt0239948,Saving Silverman,Saving Silverman,\N,2001,90,40090.0,"nm0625026,nm0220045",nm0240797
4068,tt0277412,Unspeakable,Unspeakable,2002,\N,108,,nm0344036,nm0942869
4071,tt0278295,All About the Benjamins,,\N,2002,95,14584.0,"nm0485898,nm0001084",nm0106230
4156,tt0293508,The Phantom of the Opera,,2004,\N,143,119971.0,"nm0503693,nm0515908,nm0001708",nm0001708
4220,tt0307538,Swing,,2002,\N,90,1022.0,nm0309697,nm0309697
4224,tt0307901,25th Hour,,2002,\N,135,175552.0,nm1125275,nm0000490
4284,tt0320661,Kingdom of Heaven,,2005,\N,144,278181.0,nm1184258,nm0000631
4485,tt0368249,School for Seduction,School for Seduction,2004,\N,104,1135.0,"nm1385402,nm1411398",nm1385402
4520,tt0373690,Arsène Lupin,Arsène Lupin,2004,\N,125,7094.0,"nm0758933,nm0882894,nm0495728",nm0758933
4548,tt0377109,The Ring Two,The Ring Two,2005,\N,110,94372.0,"nm0472567,nm0840626,nm0847126",nm0620378
4556,tt0377992,The Gospel of John,,2003,\N,180,3675.0,nm0326089,nm0767697
4587,tt0382028,Fat Slags,,2004,\N,75,3929.0,nm0651758,nm0125753
4744,tt0411815,Run,Run,2004,\N,137,1336.0,"nm1416190,nm1520918",nm1019477
5066,tt0473829,Camping,Camping,2006,\N,95,3479.0,"nm0095878,nm0239498,nm1155314,nm0648902",nm0648902
5100,tt0478970,Ant-Man,,2015,\N,117,,"nm0942367,nm0180428,nm0570912,nm0748620,nm0498278,nm1293367,nm0456158",nm0715636
5144,tt0487504,Crime Insiders,,2007,\N,107,1494.0,"nm0109730,nm0774420",nm0774420
5151,tt0488870,Always: Sunset on Third Street,,2005,\N,133,2247.0,"nm2103459,nm0945724,nm2354908",nm0945724
5195,tt0497432,The Rage,The Rage,2007,\N,85,1875.0,"nm0084361,nm0476071",nm0476071
5230,tt0762115,The List,The List,2007,\N,105,1714.0,"nm1751343,nm0601407,nm1088868,nm2180903",nm1088868
5278,tt0791268,You're Gonna Miss Me,,2005,\N,91,1047.0,\N,nm2222778
5354,tt0826027,XTC Just Don't Do It,,2006,\N,100,2156.0,"nm0676577,nm1868544","nm0676577,nm1234631"
5367,tt0834539,Fall Down Dead,Fall Down Dead,\N,2007,94,1022.0,nm0758628,nm0444870
5474,tt0914798,Thé Bớy in thé Stripéd Pájámás,,2008,\N,94,,"nm2477197,nm0379179",nm0379179
5546,tt0983193,The Adventures of Tintin,The Adventures of Tintin,2011,\N,107,224897.0,"nm0378960,nm0595590,nm0942367,nm0180428",nm0000229
5633,tt10263320,Enes Batur 2,Enes Batur Gerçek Kahraman,2019,\N,99,8612.0,"nm9536422,nm7300218",nm5662493
5790,tt10899402,Hideout,,2021,\N,114,3291.0,nm4387113,nm4387113
5817,tt1098327,Dragonball Evolution,Dragonball Evolution,2009,\N,85,72810.0,"nm0708870,nm0868066",nm0939128
5923,tt11388278,A Week Away,A Week Away,2021,\N,94,4039.0,"nm3466196,nm5711038,nm7622924,nm2287695",nm2287695
6051,tt1188982,Jai Ho,,2014,\N,135,19185.0,"nm1436693,nm0795651",nm0451326
6155,tt1242422,Celda 211,Celda 211,2009,\N,113,66218.0,"nm0346277,nm0600409,nm3035970",nm0600409
6204,tt1270835,Hatchet II,,2010,\N,85,13365.0,nm1697112,nm1697112
6211,tt1276105,Saint John of Las Vegas,,\N,2009,85,2872.0,nm2609910,nm2609910
6335,tt13392012,Demonic,Demonic,2021,\N,104,3144.0,nm0088955,nm0088955
6564,tt1490785,I Saw the Light,I Saw the Light,2015,\N,123,7053.0,"nm0008953,nm1660892,nm7778699,nm7778700",nm0008953
6799,tt1650042,Dead Season,Dead Season,2012,\N,85,3135.0,"nm1951858,nm1450336,nm1911188",nm1951858
6805,tt1650844,Escaping Tel Aviv,Welad el-Amm,2009,\N,119,5494.0,nm3961753,nm0032714
6902,tt1715802,How to Die in Oregon,,2011,\N,107,1903.0,\N,nm4048013
6957,tt1756799,The Day,The Day,2011,\N,87,12658.0,nm2616615,nm0007439
7230,tt2034139,Thé Lást Éxớrcism Párt II,The Last Exorcism Part II,2013,\N,88,16186.0,"nm3227090,nm1424878,nm1428204,nm0348640",nm1424878
7352,tt2170369,Dudes & Dragons,Dragon Warriors,\N,2015,122,1071.0,"nm1656974,nm2593537","nm2593537,nm1656974"
7395,tt2194499,About Time,About Time,2013,\N,123,327265.0,nm0193485,nm0193485
7493,tt2297108,100 Ghost Street: The Return of Richard Speck,,2012,\N,84,1098.0,nm1085933,nm1267397
7515,tt2318527,Héll Báby,,2013,\N,98,9288.0,"nm0304830,nm0502073","nm0304830,nm0502073"
7522,tt2322420,Dábbé: Démớn Pớsséssiớn,,2012,\N,119,3799.0,nm2133921,nm2133921
7591,tt2381335,Fed Up,Fed Up,2014,\N,92,,"nm0598531,nm3253001",nm3253001
7604,tt2396224,It's Such a Beautiful Day,It's Such a Beautiful Day,2012,\N,62,12827.0,\N,nm0381116
7909,tt3028018,Blue Exorcist: The Movie,Ao no ekusoshisuto: Gekijôban,2012,\N,88,2114.0,"nm4232036,nm1027089",nm2025035
7954,tt3107070,Believe Me,Believe Me,2014,\N,93,,"nm3568582,nm3559783",nm3559783
8052,tt3305844,Hellions,Hellions,2015,\N,80,3237.0,nm2100946,nm0567680
8087,tt3395608,O21,O21,2014,\N,124,3108.0,"nm3701304,nm6144226,nm4913606,nm1234649","nm3701304,nm4913606"
8103,tt3418604,The Sinking of Van Der Wijck,,2013,\N,164,1223.0,"nm5528714,nm1292575,nm2544631,nm1533079,nm0849850",nm1533079
8186,tt3558642,"Nativity 3: Dude, Where's My Donkey?!",,2014,\N,109,1705.0,nm0411213,nm0411213
8246,tt3685236,Ibiza,,2018,\N,94,,nm2808340,nm2795127
8547,tt4357394,Tau,Tau,2018,\N,97,29853.0,nm7054168,nm1730090
8591,tt4466864,The New Adventures of Aladdin,,2015,\N,107,2239.0,nm0169291,nm2615804
8931,tt5456798,Mythica: The Iron Crown,Mythica: The Iron Crown,2016,\N,93,1554.0,"nm1131306,nm1344786",nm1439346
8974,tt5544384,Sword Art Online the Movie: Ordinal Scale,Gekijô-ban Sôdo Âto Onrain: Sword Art Online - Ôdinaru sukêru -,2017,\N,119,7436.0,"nm2423816,nm4986613",nm2423816
8977,tt5562070,Wish Dragon,Wish Dragon,2021,\N,98,21039.0,"nm2282774,nm4540305",nm2282774
9073,tt5776858,Phantom Thread,Phantom Thread,\N,2017,130,122327.0,nm0000759,nm0000759
9077,tt5781458,Diggerz: Black Lung Rises,Diggerz: Black Lung Rises,2017,\N,117,1107.0,"nm1113735,nm4179560","nm4179560,nm1113735"
9104,tt5849148,Áppá,Appa,2016,\N,124,1329.0,nm2284321,nm2284321
9125,tt5911032,The Hunting,,2017,\N,89,,nm6590422,nm6155278
9492,tt7308086,Desire,Desearás al hombre de tu hermana,2017,\N,93,1557.0,nm3444662,nm0438228
9596,tt7730102,Big Kill,Big Kill,2019,\N,126,1209.0,nm1924767,nm1924767
